sentence_id,sentence,sentiment_label,nFix,GD,TRT,FFD,GPT
11562,Plays like a volatile and overlong W magazine fashion spread .,0,0.766505991946721,0.945304918793498,0.6700984864585872,0.7403609492845977,0.7294198675373875
9307,"Nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives Hollywood .",2,0.0888835782287875,0.1413667298561479,0.0812503616890033,0.0704432179743891,0.0974321570084615
1199,Ian Holm conquers France as an earthy Napoleon,2,1.539612463069994,1.2861757072053683,1.4655627462571377,1.488210056598314,1.5131730121757827
9560,"Highlights are the terrific performances by Christopher Plummer , as the prime villain , and Nathan Lane as Vincent Crummles , the eccentric theater company manager .",2,0.7819450262125937,0.9474218928076824,0.6504811527395252,0.695525775891098,0.7195642575766064
9460,"Nothing Denis has made before , like Beau Travil and Nenette et Boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre .",0,0.7785502633030233,0.9642916206629788,0.6474375946948658,0.662264072511735,0.7395767495062556
8997,"Well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull .",2,0.6228106156636312,0.8985778555941356,0.4687889046043149,0.5357593163792702,0.559726607436803
5270,Boyd 's screenplay -LRB- co-written with Guardian hack Nick Davies -RRB- has a florid turn of phrase that owes more to Guy Ritchie than the Bard of Avon .,0,0.1428234277139231,0.4332134475753643,0.100084016247189,0.1522961943352583,0.105054557085482
4457,"The actresses may have worked up a back story for the women they portray so convincingly , but viewers do n't get enough of that background for the characters to be involving as individuals rather than types .",1,-1.0336961662415995,-0.2844803654429351,-1.1454133740077908,-1.068198818483589,-1.0628454664982987
1889,"Best of all is Garcia , who perfectly portrays the desperation of a very insecure man .",2,-0.3396140054173263,-0.2925391424582187,-0.383561266092101,-0.3752130581983152,-0.3203868468675558
5767,Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .,1,0.8839446615731328,0.8670759360506171,0.8685226582921343,0.8633315012667893,0.8807111323957638
11475,"Pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer Adam Larson Broder and his co-director , Tony R. Abrams , in their feature debut .",0,0.3884011035275786,0.4855963331287602,0.3033357974455694,0.3429524652646502,0.3460130960063746
32,"It 's not life-affirming -- its vulgar and mean , but I liked it .",1,-2.0874524706280466,-1.9549433669689835,-1.862104649659233,-1.9952689689002816,-1.9422709723896048
7839,Entertainment more disposable than Hanna-Barbera 's half-hour cartoons ever were .,1,2.136923058092047,1.5086458768013145,2.139538390858578,2.1606262276890345,2.139036707087304
6934,"In my own very humble opinion , In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works .",0,-1.357675502260537,-1.1050864284744644,-1.321612465536348,-1.2854614758545806,-1.3382958164859426
7773,The entire movie is filled with deja vu moments .,1,0.1050261708140543,-0.0310938969109271,0.1281083504026569,0.1111884440397082,0.0893283530414849
3082,"Rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust .",2,-0.4877397119850158,-0.2700995651548781,-0.4346723400382571,-0.3652532839333068,-0.4694086444545522
10142,Lawrence preaches strictly to the converted .,1,2.153249710605676,1.4667927563642,2.192492500769436,2.1796530915763874,2.1839029750118875
5935,"For all the time we spend with these people , we never really get inside of them .",0,-1.098014117610386,-0.4993178232029506,-1.1669019421038926,-1.0465550293485653,-1.1047116050063877
8488,It bites hard .,1,-1.500923300439445,-2.7963372731270857,-1.001192333101341,-1.1625001810485074,-1.2947745847512055
10302,But the characters tend to be cliches whose lives are never fully explored .,0,-0.5793478070027547,0.1503208250591516,-0.6381301539151738,-0.610521403198121,-0.6276279261657095
7364,Real-life strongman Ahola lacks the charisma and ability to carry the film on his admittedly broad shoulders .,0,-0.0722458839889697,0.4340577915039516,-0.178587425601089,-0.1195917661744487,-0.1186036907451019
4952,"For all its brilliant touches , Dragon loses its fire midway , nearly flickering out by its perfunctory conclusion .",0,0.6090391947250674,0.7629363438203723,0.5542620137832361,0.5679657956251108,0.5768955839802286
7386,The Chateau ... is less concerned with cultural and political issues than doting on its eccentric characters .,0,-0.1846672919913605,0.2363079210734746,-0.2884949500773283,-0.2217716711845106,-0.2178188826674186
