sentence_id,sentence,sentiment_label,omissionRate,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT
0,Presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency.,1,0.2191130747831777,0.4010429870861614,0.5924349959865265,0.214624721143824,0.4437731858926449,0.2287729527661359,0.1074667869477845,0.4116214353195016
1,"Beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.",2,0.0914743904434625,0.267271724505869,0.5177640291492538,0.2708555321813272,0.3343774221639146,0.3156821783979784,0.295662640518395,0.2436688976424549
2,"Bread, My Sweet has so many flaws it would be easy for critics to shred it.",0,0.1989036164293895,0.2480518221793374,0.5857357044063862,0.1708791402331863,0.2827059857165681,0.336356636951477,0.3430961946830173,0.2916084059904967
3,"Slow, silly and unintentionally hilarious.",1,0.24804450990018,0.7407637211134581,0.6796435512399035,0.4499967285140647,0.8950298272416877,0.5269708912799993,0.0,0.6607684438538279
4,"Ultimately feels empty and unsatisfying, like swallowing a Communion wafer without the wine.",0,0.1674030436917034,0.731289176522703,0.506390318894788,0.4413318716504988,0.7620396607433513,0.2198887493933108,0.0135827060521416,1.0
5,Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza.,2,0.0829651448208149,0.3435696795545095,0.4865370195184497,0.2816048482906882,0.4265149322640805,0.2802704182016944,0.1720935844470788,0.3493818711821101
6,The film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic.,0,0.2992791256491744,0.3205288313536808,0.5164955846209911,0.300320007639709,0.3753775185753474,0.3488342577610122,0.2682073320604578,0.2865635642672123
7,"Ryan Gosling is, in a word, brilliant as the conflicted Daniel.",2,0.2616593028964162,0.2931891160603102,0.5809415062291983,0.3114089583456088,0.3362551130737207,0.2940055037462055,0.2246291866268565,0.2622432266863639
8,"If Deuces Wild had been tweaked up a notch it would have become a camp adventure, one of those movies that's so bad it starts to become good.",1,0.3376347102414848,0.1097419809742038,0.4949948361450622,0.1117412584111419,0.1400105575903625,0.1852993587029321,0.476016252452975,0.1011157171802843
9,The film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design.,1,0.085801560028364,0.6814964025841663,0.4179613299514897,0.3273503364385663,0.7276422290114797,0.2875422652530224,0.0705736686574259,0.5313813515008479
10,"Frida is certainly no disaster, but neither is it the Kahlo movie Frida fans have been looking for.",1,0.3042055310096548,0.2488757569089107,0.5897672467597208,0.1593421567538447,0.2855810866581025,0.2796883724802725,0.3590304688503811,0.2205853888746646
11,The film often achieves a mesmerizing poetry.,2,0.4367066414194543,0.4278118168720471,0.613327114860625,0.3296199921295515,0.5105562449743553,0.421249364393651,0.3014876649535494,0.3517769070044527
12,A work of astonishing delicacy and force.,2,0.2640905159314585,0.5877909619506789,0.6467295505609711,0.2106424401228935,0.680302109660968,0.3118431399651085,0.3448185659069535,0.5715800948451861
13,"The movie's plot is almost entirely witless and inane, carrying every gag two or three times beyond its limit to sustain a laugh.",0,0.1699074370522151,0.2368435782123141,0.5792653512962396,0.1306531327821896,0.2636175627271108,0.1775900750286152,0.245494588749621,0.2899339024532267
14,"For the most part, the ingredients are there.",1,0.4914089347079038,0.17499805840837,0.5483756671994753,0.0718286848487357,0.2566465020001476,0.1476258833105992,0.4045594454392512,0.1768936290078411
15,"But if you've paid a matinee price and bought a big tub of popcorn, there's guilty fun to be had here.",1,0.3532349938830056,0.143000460103271,0.4946898910336181,0.1156709427647409,0.1349019561913148,0.2032509174083352,0.4135016773577754,0.1233416806711073
16,"There's not much to Fatale, outside of its stylish surprises... but that's OK.",1,0.2826051382752412,0.2608098567619594,0.4496649634452754,0.238745622222112,0.3018346150059117,0.2171979437683562,0.1631641185618418,0.2807624508282049
17,"The acting is stiff, the story lacks all trace of wit, the sets look like they were borrowed from Gilligan's Island -- and the CGI Scooby might well be the worst special-effects creation of the year.",0,0.4290078001418209,0.1691857452038064,0.5215757575904734,0.1407292911980392,0.1635507479505015,0.1352167280792471,0.2837022038220616,0.2139473226148693
18,"This version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience.",1,0.3108913668560207,0.3894023955691409,0.4067728614394692,0.2179151278355239,0.4095393441036271,0.2780447626189526,0.1391586028520985,0.3763098791150464
19,"There's no palpable chemistry between Lopez and male lead Ralph Fiennes, plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme.",0,0.2405563737522501,0.1747513575720773,0.3806582057390404,0.1759933138989272,0.1974302811938215,0.2267334319655214,0.4099161841998301,0.1533218841706931
20,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.",2,0.3443205460878509,0.2847279985777413,0.4211160444112982,0.3426935573121312,0.3515833909694369,0.3882505345647671,0.3324660521098397,0.2666545536110635
