sentence_id,sentence,sentiment_label,omissionRate,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT
0,Presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency.,1,-0.9819051302069964,1.5208567464313256,0.8947997890244196,0.0757530314128853,1.2479822335092956,-0.0783882860456043,-2.159406446750232,1.5874910373218587
1,"Beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.",2,-1.8361876763073768,0.4945467971425128,0.5389989361981792,0.5083708484640141,0.5719752555154178,0.6219704144484941,-0.7278455464808649,0.3014006190913117
2,"Bread, My Sweet has so many flaws it would be easy for critics to shred it.",0,-1.117166533339556,0.3470892894417179,0.8628782302378574,-0.2608083193841269,0.2526735713296361,0.7885757065872633,-0.3670298312854973,0.6684956519728885
3,"Slow, silly and unintentionally hilarious.",1,-0.7882677530909094,4.12723694040341,1.310341192157929,1.8866129878083693,4.036505554891974,2.324642222962519,-2.976880622472729,3.495325148307089
4,"Ultimately feels empty and unsatisfying, like swallowing a Communion wafer without the wine.",0,-1.3279990847809964,4.054547042805739,0.4848041670698176,1.8199489758154384,3.2146978587514305,-0.1499817110690272,-2.873560222287596,6.092978389843401
5,Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza.,2,-1.8931398460474012,1.0799143033347327,0.3902048716715174,0.5910718727640679,1.141335508963109,0.3366044573481765,-1.6678058367776862,1.1108938499315533
6,The film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic.,0,-0.4453557416035993,0.9031420183727789,0.532954905110405,0.7350589722554383,0.8253337981851212,0.8891267152044925,-0.936691519160443,0.6298649608768031
7,"Ryan Gosling is, in a word, brilliant as the conflicted Daniel.",2,-0.697144281506869,0.6933882844609965,0.8400342806773959,0.8203730120009148,0.5835783753646667,0.447288755743358,-1.2681800611520926,0.4436328648128209
8,"If Deuces Wild had been tweaked up a notch it would have become a camp adventure, one of those movies that's so bad it starts to become good.",1,-0.1886427659709285,-0.7140412058183065,0.4305056538397033,-0.715791999449086,-0.6291074214000217,-0.4287205968280161,0.644061295085272,-0.7901951496682069
9,The film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design.,1,-1.8741557894673937,3.672530619322139,0.0634475004398819,0.9430197258596632,3.00214023235674,0.3952046958617952,-2.440043584239948,2.504548217994471
10,"Frida is certainly no disaster, but neither is it the Kahlo movie Frida fans have been looking for.",1,-0.4123834328067416,0.3534106203031806,0.8820881891854557,-0.3495693476548886,0.2704401486875455,0.3319140371756406,-0.245821614210663,0.1246394944545314
