sentence_id,sentence,sentiment_label,omissionRate,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT
3,"Slow, silly and unintentionally hilarious.",1,-0.7882677530909094,4.12723694040341,1.310341192157929,1.8866129878083693,4.036505554891974,2.324642222962519,-2.976880622472729,3.495325148307089
18,"This version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience.",1,-0.3676352994395798,1.4315486644181623,0.0101353925750957,0.101068130624672,1.0364355049696,0.318668993761381,-1.9183343739793584,1.317094086400611
202,It never fails to engage us.,2,0.0052658119534437,0.5212479027150954,0.4044526125491302,-0.4430639749359464,0.8869482473682083,0.0671416993997374,-0.2045094176779737,1.2953223295100826
250,The original wasn't a good movie but this remake makes it look like a masterpiece!,0,-0.3467528372015698,-0.1261658661861668,1.4150693437872304,-0.918684052975664,-0.2016247382945415,-0.4940906000489812,0.1112350946634254,0.2181726936731704
274,"A lot of talent is wasted in this crass, low-wattage endeavor.",0,0.474443210287938,-0.7678851791701061,1.250668485398391,0.4126062524118462,-0.5595949982423429,0.8158442961850043,1.1939406878990406,-0.3178201592243462
63,An intriguing and entertaining introduction to Johnson.,2,0.0839140463563362,1.506735590033641,-0.9797629883262547,1.4150251629937716,1.5870386230141993,1.0119310008804554,-0.9911493019243492,1.1236776114969609
248,Bad and baffling from the get-go.,0,-0.5832399420268184,0.059860485470503,-0.4969784288252549,0.4707397426317705,0.4429074493592319,1.363030935917737,0.9775819670584898,0.5326320780888093
301,A strangely compelling and brilliantly acted psychological drama.,2,-1.3805703183871731,0.4733697228648491,1.7478675694564143,0.2425876946758339,0.2827499975697864,-0.5238979840751684,-1.609824383634808,-0.1857590740711667
108,"Just about the best straight-up, old-school horror film of the last 15 years.",2,0.1177098393888788,-0.4419102082172387,-0.9231647125224514,-0.9999107770334318,-0.4841967926449039,-0.9806102614063016,-0.1330595035670083,-0.226737739326709
90,Deserves high marks for political courage but barely gets by on its artistic merits.,1,-0.5913759662753938,-0.7197064275144014,-0.9763367992669624,-0.2753097978870643,-0.646550335492729,0.0592144864720033,0.7370026308167651,-0.8438077767059716
233,"In a strange way, Egoyan has done too much.",1,0.9053719429021196,-0.3384695028302797,-1.2477712120111528,0.4213143957068623,0.3269086791674028,1.7793965815641035,1.4506819417853036,0.4884706463369597
335,Visually sumptuous but intellectually stultifying.,1,-0.2870886593786854,1.61546501669234,0.9216458683416414,2.361150112418932,1.9362962012545968,0.7780925258426618,-1.4912158899636163,1.5252268742999622
118,"Some elements of it really blow the big one, but other parts are decent.",1,-0.3228871660724163,-0.2040139638001047,-0.9109145586434428,-0.5705392086307293,-0.0952045432401143,0.1431602969361894,0.1757652839876795,-0.0243210563210781
220,"Not the kind of film that will appeal to a mainstream American audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",2,1.0248213212209571,-0.7451048833901361,-1.1590262330180718,-0.8548261940667503,-0.8386383748801157,-0.7947134518738879,0.200592849411738,-1.0757289997057633
180,"It's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school.",0,0.8027769888526562,-0.625132217470617,-1.1173922030425372,-1.093883103703642,-0.7101583760350775,-1.1784407745511252,0.4769085057353713,-0.9557163158874562
